release_day,title,video_url,instructions,solution,filename
12,Week 2 Day 5 Lesson 4: Advanced methods and classes,https://vimeo.com/841399359/5a789bdc90,"In your `prework-exercises` repository, make a file called `254.rb`.  
Paste the code below and answer the following questions:
```
# QUESTION 1
# Start with the Person class defined below.
# Add a method called email that returns the person's email address as a string. 
#     The person's email has the format: ""firstname.lastname@gmail.com"".
# Add a method called info that returns a string that describes the person 
#     in a user-friendly format. Make sure it works no matter how many hobbies a person has! 
#     (You'll need to use a loop!)
class Person
  def initialize(first_name, last_name, hair_color, hobbies)
    @first_name = first_name
    @last_name = last_name
    @hair_color = hair_color
    @hobbies = hobbies
  end
end

person = Person.new(""Bob"", ""Jones"", ""pink"", [""basketball"", ""chess"", ""phone tag""])


# QUESTION 2
# The code below crashes when it is run.
# First explain what the error message means, 
# then fix the code by modifying the class and the puts statement.
# (This one is quite tricky!)
class Product
  def initialize(options)
    @options = options
  end
end

product = Product.new({ ""name"" => ""Table"", ""price"" => 500, ""description"" => ""Solid oak table"" })
puts ""The product's name is #{product[""name""]}.""


```
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add exercise solutions""
git push origin main```","# Start with the Person class defined below.
# Add a method called email that returns the person's email address as a string. 
#     The person's email has the format: ""firstname.lastname@gmail.com"".
# Add a method called info that returns a string that describes the person's hobbies 
#     in a user-friendly format. Make sure it works no matter how many hobbies a person has! 
#     (You'll need to use a loop!)
class Person
  def initialize(first_name, last_name, hair_color, hobbies)
    @first_name = first_name
    @last_name = last_name
    @hair_color = hair_color
    @hobbies = hobbies
  end

  def email
    ""#{@first_name}.#{@last_name}@gmail.com""
  end

  def info
    result = ""#{@first_name} #{@last_name}'s hobbies are: ""
    index = 0
    while index < @hobbies.length
      result = result + @hobbies[index] + "" ""
      index = index + 1
    end
    result
  end
end

person = Person.new(""Bob"", ""Jones"", ""pink"", [""basketball"", ""chess"", ""phone tag""])
puts person.email
puts person.info

# QUESTION 2
# The code below crashes when it is run.
# First explain what the error message means, 
# then fix the code by modifying only the line marked # FIX THIS LINE.
# (This one is quite tricky!)
class Product
  attr_reader :name, :price, :description

  def initialize(options_hash)
    @name = options_hash[""name""]
    @price = options_hash[""price""]
    @description = options_hash[""description""]
  end
end

# product = Product.new(""Table"",500, ""Solid oak"") # FIX THIS LINE
# `initialize': wrong number of arguments (given 3, expected 1) (ArgumentError)
# The initialize method takes in a single hash, not three separate arguments
product = Product.new({ ""name"" => ""Table"", ""price"" => 500, ""description"" => ""Solid oak"" })
puts ""The product's name is #{product.name}.""",254.rb
14,Week 3 Overview Lesson 1: Decomposition,https://vimeo.com/841400830/cfb8c77501,,,
14,Week 3 Overview Lesson 2: Decomposition example,https://vimeo.com/841400901/3b7a86d2ea,,,
14,Week 3 Overview Lesson 3: Navigating files and folders in the terminal,https://vimeo.com/841401002/5842bccaff,"Open Spotlight using the keyboard shortcut Command Space.
In Spotlight, search for the word “terminal” to open a stand-alone terminal.
Practice using the commands `ls` and `cd` to navigate to your `prework-exercises` folder.",,
14,Week 3 Overview Lesson 4: Job Hacking LinkedIn Profile Strength,https://vimeo.com/841401040/dfd180f64a,"In your `prework-exercises` repository, make a file called `304.rb`.  
Paste the code below and follow the instructions:
```
# QUESTION 1
# Log into your LinkedIn account. (If you don't have one, signup for an account).
#     https://www.linkedin.com/ 
# Follow this document to improve your LinkedIn profile strength to at least Intermediate:
#     https://docs.google.com/document/d/1df31q78ZlLuv-1sCQw-p61p-6Tfewf8seuQ5XhE99pM 
# Paste the link to your LinkedIn profile below.


```
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add exercise solutions""
git push origin main```",,304.rb
15,Week 3 Day 1 Lesson 1: Daily deliberate practice,,"In your `prework-exercises` repository, make a file called `311.rb`.  
Paste the code below and answer the following questions:
```
# DELIBERATE PRACTICE REFLECTION
# Paste a deliberate practice question you are currently working on below.
# Write the code to solve the problem without looking at any notes or other resources.


# Were you able to easily solve the problem from memory?
# If so, describe the next skill you will start to practice tomorrow.
# If not, describe the part you got stuck on that requires more practice.


```
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add exercise solutions""
git push origin main```",,311.rb
15,Week 3 Day 1 Lesson 2: Review problem,,"In your `prework-exercises` repository, make a file called `312.rb`.  
Paste the code below and answer the following questions:
```
# QUESTION 1
# Use a loop to print out only the numbers greater than 10.
numbers = [4, 53, 22, 3, 9, 7, 12]


```
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add exercise solutions""
git push origin main```","# QUESTION 1
# Use a loop to print out only the numbers greater than 10.
numbers = [4, 53, 22, 3, 9, 7, 12]
index = 0
while index < numbers.length
  number = numbers[index]
  if number > 10
    puts number
  end
  index = index + 1
end",312.rb
15,Week 3 Day 1 Lesson 3: Synthesis problem,,"In your `prework-exercises` repository, make a file called `313.rb`.  
Paste the code below and answer the following questions:
```
# QUESTION 1
# Create a fortune teller which tells the user a fortune based on the user's favorite number. 
# Give at least 3 possible outcomes. So along these lines, for example: 
# If the user's favorite number is below 50, give fortune X. 
# If the user's favorite number is between 50 and 100, give fortune Y. 
# If the user's favorite number is above 100, give fortune Z.


```
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add exercise solutions""
git push origin main```","# QUESTION 1
# Create a fortune teller which tells the user a fortune based on the user's favorite number. 
# Give at least 3 possible outcomes. So along these lines, for example: 
# If the user's favorite number is below 50, give fortune X. 
# If the user's favorite number is between 50 and 100, give fortune Y. 
# If the user's favorite number is above 100, give fortune Z.
puts ""What's your favorite number?""
number = gets.chomp.to_i
if number < 50
  puts ""(fortune 1)""
elsif number <= 100
  puts ""(fortune 2)""
else
  puts ""(fortune 3)""
end",313.rb
15,Week 3 Day 1 Lesson 4: Challenge problem,,"In your `prework-exercises` repository, make a file called `314.rb`.  
Paste the code below and answer the following questions:
```
# Step 1: Read the problem below.
# Step 2: Decompose the problem into smaller testable problems. DO NOT SOLVE THE PROBLEM YET.
# Step 3: Solve each problem until you get stuck. YOU DO NOT NEED TO SOLVE THE COMPLETE PROBLEM!

# QUESTION 1
# Start your program with the line of code below.
# The rest of your program should create and print out 
# an array that removes all duplicates from the original array. 
# That is, the second array should look like: [4, 6, 1, 2, 8, 3, 7]
# The one catch: Don't use the ""uniq"" method available to arrays! (That would do this for you.)
numbers = [4, 6, 1, 4, 2, 8, 3, 4, 1, 7]


```
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add exercise solutions""
git push origin main```","# QUESTION 1
# Ancay ouyay igurefay histay neoay utoay?
# Pig Latin is a very sophisticated language in which 
# each English word is converted as follows: 
# The first letter of each word is removed from the beginning and added to the end. 
# Then, the letters 'ay' are added to the very end of the word.
# For example: hello = ellohay, pingpong = ingpongpay, marmalade = armalademay, etc.
# Write a program that asks the user to enter a single word 
# and prints out the Pig Latin version of that word.

# Write a program that asks the user to enter a word, then print that word

# Write a program that asks the user to enter a word, then print that word with each character split into an array.

# Write a program that asks the user to enter a word, then print each letter of the word one at a time.

# Write a program that asks the user to enter a word, then prints the word without the first letter.

# Write a program that asks the user to enter a word, then prints the Pig Latin version of that word.


puts ""Enter a word:""
word = gets.chomp
letters = word.split("""")
new_letters = []
index = 1
while index < letters.length
  new_letters.push(letters[index])
  index = index + 1
end
new_letters.push(letters[0])
new_letters.push(""a"")
new_letters.push(""y"")
new_word = new_letters.join
puts new_word",314.rb
16,Week 3 Day 2 Lesson 1: Daily deliberate practice,,"In your `prework-exercises` repository, make a file called `321.rb`.  
Paste the code below and answer the following questions:
```
# DELIBERATE PRACTICE REFLECTION
# Paste a deliberate practice question you are currently working on below.
# Write the code to solve the problem without looking at any notes or other resources.


# Were you able to easily solve the problem from memory?
# If so, describe the next skill you will start to practice tomorrow.
# If not, describe the part you got stuck on that requires more practice.


```
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add exercise solutions""
git push origin main```",,321.rb
16,Week 3 Day 2 Lesson 2: Review problem,,"In your `prework-exercises` repository, make a file called `322.rb`.  
Paste the code below and answer the following questions:
```
# QUESTION 1
# Use a loop to create a new array of strings from each hash's :name key.
dogs = [
  { name: ""Toto"", breed: ""Cairn Terrier"" },
  { name: ""Snoopy"", breed: ""Beagle"" },
  { name: ""Beethoven"", breed: ""Saint Bernard"" }
]


```
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add exercise solutions""
git push origin main```","# QUESTION 1
# Use a loop to create a new array of strings from each hash's :name key.
dogs = [
  { name: ""Toto"", breed: ""Cairn Terrier"" },
  { name: ""Snoopy"", breed: ""Beagle"" },
  { name: ""Beethoven"", breed: ""Saint Bernard"" }
]

names = []
index = 0
while index < dogs.length
  names.push(dogs[index][:name])
  index = index + 1
end
pp names",322.rb
16,Week 3 Day 2 Lesson 3: Synthesis problem,,"In your `prework-exercises` repository, make a file called `323.rb`.  
Paste the code below and answer the following questions:
```
# QUESTION 1
# Create a program that multiplies by 2 until 100,000. 
# That is, the program should print out: 1, 2, 4, 8, 16, 32, etc. until you get above 100,000.


```
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add exercise solutions""
git push origin main```","# QUESTION 1
# Create a program that multiplies by 2 until 100,000. 
# That is, the program should print out: 1, 2, 4, 8, 16, 32, etc. until you get above 100,000.
number = 1
while number < 100000
  puts number
  number = number * 2
end
puts number",323.rb
16,Week 3 Day 2 Lesson 4: Challenge problem,,"In your `prework-exercises` repository, make a file called `324.rb`.  
Paste the code below and answer the following questions:
```
# Step 1: Read the problem below.
# Step 2: Decompose the problem into smaller testable problems. DO NOT SOLVE THE PROBLEM YET.
# Step 3: Solve each problem until you get stuck. YOU DO NOT NEED TO SOLVE THE COMPLETE PROBLEM!

# QUESTION 1
# Fibonacci numbers are numbers that follow the pattern:
# 0, 1, 1, 2, 3, 5, 8, 13, 21, 34, 55, 89, 144, etc.
# That is, each number is the sum of the two numbers that precede it.
# Write a program that prints out the first 100 fibonacci numbers.


```
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add exercise solutions""
git push origin main```","# Step 1: Read the problem below.
# Step 2: Decompose the problem into smaller testable problems. DO NOT SOLVE THE PROBLEM YET.
# Step 3: Solve each problem until you get stuck. YOU DO NOT NEED TO SOLVE THE COMPLETE PROBLEM!

# QUESTION 1
# Start your program with the line of code below.
# The rest of your program should create and print out 
# an array that removes all duplicates from the original array. 
# That is, the second array should look like: [4, 6, 1, 2, 8, 3, 7]
# The one catch: Don't use the ""uniq"" method available to arrays! (That would do this for you.)
numbers = [4, 6, 1, 4, 2, 8, 3, 4, 1, 7]

# Loop through the numbers and print one at a time.

# Loop through the numbers and print ""duplicate"" if any numbers are equal to the first number.

# Loop through the numbers and push any numbers into a new array if they are not equal to the first number.

# Loop through the numbers, then loop again and print ""duplicate"" 
# if the inner loop number matches the outer loop number

# Loop through the numbers, then loop again and push the outer number into a new array
# if the outer loop number doesn't match any of the inner loop numbers",324.rb
17,Week 3 Day 3 Lesson 1: Daily deliberate practice,,"In your `prework-exercises` repository, make a file called `331.rb`.  
Paste the code below and answer the following questions:
```
# DELIBERATE PRACTICE REFLECTION
# Paste a deliberate practice question you are currently working on below.
# Write the code to solve the problem without looking at any notes or other resources.


# Were you able to easily solve the problem from memory?
# If so, describe the next skill you will start to practice tomorrow.
# If not, describe the part you got stuck on that requires more practice.


```
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add exercise solutions""
git push origin main```",,331.rb
17,Week 3 Day 3 Lesson 2: Review problem,,"In your `prework-exercises` repository, make a file called `332.rb`.  
Paste the code below and answer the following questions:
```
# QUESTION 1
# Use a loop to compute the sum of all the given numbers.
numbers = [5, 4, 2, 2, 6, 8, 1]


```
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add exercise solutions""
git push origin main```","# QUESTION 1
# Use a loop to compute the sum of all the given numbers.
numbers = [5, 4, 2, 2, 6, 8, 1]
sum = 0
index = 0
while index < numbers.length
  sum = sum + numbers[index]
  index = index + 1
end
puts sum",332.rb
17,Week 3 Day 3 Lesson 3: Synthesis problem,,"In your `prework-exercises` repository, make a file called `333.rb`.  
Paste the code below and answer the following questions:
```
# QUESTION 1
# Create a program that asks the user to enter 5 numbers. 
# Then, tell the user the mean average of all the numbers.
# The mean average is defined as the sum of all the numbers 
# divided by the count of how many numbers there are. 
# For example, if the user enters: 11, 7, 30, 22, 55
# the average will be 25. This is because 11 + 7 + 30 + 22 + 55 = 125, and 125 / 5 
# (the amount of numbers in the list) = 25.

# Note: If you run the code p 9 / 2, it prints 4 even though the result should be 4.5. 
# This is because when dividing integers in Ruby, the result will be an integer. 

```
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add exercise solutions""
git push origin main```","# QUESTION 1
# Create a program that asks the user to enter 5 numbers. 
# Then, tell the user the mean average of all the numbers.
# The mean average is defined as the sum of all the numbers 
# divided by the count of how many numbers there are. 
# For example, if the user enters: 11, 7, 30, 22, 55
# the average will be 25. This is because 11 + 7 + 30 + 22 + 55 = 125, and 125 / 5 
# (the amount of numbers in the list) = 25.

# Note: If you run the code p 9 / 2, it prints 4 even though the result should be 4.5. 
# This is because when dividing integers in Ruby, the result will be an integer. 
puts ""Enter 5 numbers:""
count = 0
sum = 0
while count < 5
  number = gets.chomp.to_i
  sum = sum + number
  count = count + 1
end
mean = sum / 5.0
puts mean",333.rb
17,Week 3 Day 3 Lesson 4: Challenge problem,,"In your `prework-exercises` repository, make a file called `334.rb`.  
Paste the code below and answer the following questions:
```
# Step 1: Read the problem below.
# Step 2: Decompose the problem into smaller testable problems. DO NOT SOLVE THE PROBLEM YET.
# Step 3: Solve each problem until you get stuck. YOU DO NOT NEED TO SOLVE THE COMPLETE PROBLEM!

# QUESTION 1
# Have the user enter 10 words, and allow for duplicate words. 
# After the user is done, the program will tell the user 
# which word was entered the most frequently.
# For example, if the user enters: 
#   apple, banana, orange, pear, apple, pear, apple, squash, apple, pear
# The program will say: ""apple was your most common word""
# (That's because apple appeared in the user's list 4 times, more than any other word.)


```
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add exercise solutions""
git push origin main```","# Step 1: Read the problem below.
# Step 2: Decompose the problem into smaller testable problems. DO NOT SOLVE THE PROBLEM YET.
# Step 3: Solve each problem until you get stuck. YOU DO NOT NEED TO SOLVE THE COMPLETE PROBLEM!

# QUESTION 1
# Have the user enter 10 words, and allow for duplicate words. 
# After the user is done, the program will tell the user 
# which word was entered the most frequently.
# For example, if the user enters: 
#   apple, banana, orange, pear, apple, pear, apple, squash, apple, pear
# The program will say: ""apple was your most common word""
# (That's because apple appeared in the user's list 4 times, more than any other word.)

# Write a program to have the user enter 10 words, 
# then print out those words.

# Write a program to have the user enter 10 words,
# then print out how many times the user entered the word ""apple"".

# Write a program to have the user enter 10 words,
# then count up how many times each word is entered using a hash.

# Write a program to have the user enter 10 words,
# then count up how many times each word is entered using a hash,
# then print the word that has the highest count.",334.rb
18,Week 3 Day 4 Lesson 1: Daily deliberate practice,,"In your `prework-exercises` repository, make a file called `341.rb`.  
Paste the code below and answer the following questions:
```
# DELIBERATE PRACTICE REFLECTION
# Paste a deliberate practice question you are currently working on below.
# Write the code to solve the problem without looking at any notes or other resources.


# Were you able to easily solve the problem from memory?
# If so, describe the next skill you will start to practice tomorrow.
# If not, describe the part you got stuck on that requires more practice.


```
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add exercise solutions""
git push origin main```",,341.rb
18,Week 3 Day 4 Lesson 2: Review problem,,"In your `prework-exercises` repository, make a file called `342.rb`.  
Paste the code below and answer the following questions:
```
# QUESTION 1
# Use a loop to create a new array with only the strings with 6 or fewer letters.
words = [""correct"", ""horse"", ""battery"", ""staple""]


```
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add exercise solutions""
git push origin main```","# Use a loop to create a new array with only the strings with 6 or fewer letters.
words = [""correct"", ""horse"", ""battery"", ""staple""]
index = 0
while index < words.length
  word = words[index]
  if word.length <= 6
    puts word
  end
  index = index + 1
end",342.rb
18,Week 3 Day 4 Lesson 3: Synthesis problem,,"In your `prework-exercises` repository, make a file called `343.rb`.  
Paste the code below and answer the following questions:
```
# QUESTION 1
# Let's assume that there is a secret code that works this way: 
# Every letter has its mirror from the other half of the alphabet. 
# You can represent this secret code with the hash below.
# Start with this hash to write a program that asks the user 
# to enter a single word and convert it into secret code.
converter = {
  ""A"" => ""Z"",
  ""B"" => ""Y"",
  ""C"" => ""X"",
  ""D"" => ""W"",
  ""E"" => ""V"",
  ""F"" => ""U"",
  ""G"" => ""T"",
  ""H"" => ""S"",
  ""I"" => ""R"",
  ""J"" => ""Q"",
  ""K"" => ""P"",
  ""L"" => ""O"",
  ""M"" => ""N"",
  ""N"" => ""M"",
  ""O"" => ""L"",
  ""P"" => ""K"",
  ""Q"" => ""J"",
  ""R"" => ""I"",
  ""S"" => ""H"",
  ""T"" => ""G"",
  ""U"" => ""F"",
  ""V"" => ""E"",
  ""W"" => ""D"",
  ""X"" => ""C"",
  ""Y"" => ""B"",
  ""Z"" => ""A""
}


```
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add exercise solutions""
git push origin main```","# QUESTION 1
# Create a program that asks the user to enter any word.
# Then print out the amount of points the word is worth in the game of Scrabble.
# You can start with the hash below to determine how many points each letter is worth.
# (As an example, the word ""bad"" is worth 3 + 1 + 2 = 6 points.)
letter_points = { ""a"" => 1, ""b"" => 3, ""c"" => 3, ""d"" => 2, ""e"" => 1, ""f"" => 4, ""g"" => 2, ""h"" => 4, ""i"" => 1, ""j"" => 8, ""k"" => 5, ""l"" => 1, ""m"" => 3, ""n"" => 1, ""o"" => 1, ""p"" => 3, ""q"" => 10, ""r"" => 1, ""s"" => 1, ""t"" => 1, ""u"" => 1, ""v"" => 4, ""w"" => 4, ""x"" => 8, ""y"" => 4, ""z"" => 10 }

puts ""Enter any word:""
word = gets.chomp
letters = word.split("""")
points = 0
index = 0
while index < letters.length
  puts letters[index]
  points += letter_points[letters[index]]
  index = index + 1
end
puts ""The score for this word is #{points}""",343.rb
18,Week 3 Day 4 Lesson 4: Challenge problem,,"In your `prework-exercises` repository, make a file called `344.rb`.  
Paste the code below and answer the following questions:
```
# Step 1: Read the problem below.
# Step 2: Decompose the problem into smaller testable problems. DO NOT SOLVE THE PROBLEM YET.
# Step 3: Solve each problem until you get stuck. YOU DO NOT NEED TO SOLVE THE COMPLETE PROBLEM!

# QUESTION 1
# Ruby has a .sort method that makes it easy to sort an array. 
# The goal of this exercise is to implement your own sort from scratch 
# (without using Ruby's #sort method!)

# The approach you will implement is called bubble sort. 
# First you examine the first two items in the array. 
# If the second is smaller than the first, you swap their positions. 
# Then you move on to the next two items and keep repeating. 
# You can see a visual of it in action here: https://upload.wikimedia.org/wikipedia/commons/c/c8/Bubble-sort-example-300px.gif 

# Your job is to implement a bubble sort that takes an array and returns a sorted array. 
# To be clear, you're not allowed to use the built in .sort method.
# Instead you'll write code to go through the array two items at a time 
# to accomplish the same thing.


```
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add exercise solutions""
git push origin main```","# Step 1: Read the problem below.
# Step 2: Decompose the problem into smaller testable problems. DO NOT SOLVE THE PROBLEM YET.
# Step 3: Solve each problem until you get stuck. YOU DO NOT NEED TO SOLVE THE COMPLETE PROBLEM!

# QUESTION 1
# Given an integer, write a method to return its roman numeral representation.
# (1 is I, 2 is II, 3 is III, 4 is IV, 5 is V, 6 is VI, 7 is VII, etc.)
# (You can see an example of all the rules here: https://byjus.com/maths/roman-numerals/#chart)

# Write a method that prints ""hello"".

# Write a method that takes in a number and prints out that number.

# Write a method that takes in a number and returns ""I"" times the number (3 => ""III"").

# Write a method that takes in a number and returns ""V"" for as many times
# the number is divisible by 5, and returns ""I"" for the remainder.

# Write a method that takes in a number and returns ""V"" for as many times
# the number is divisible by 5, and returns ""I"" for the remainder.
# Except if the number is 4, return ""IV"".",344.rb
19,Week 3 Day 5 Lesson 1: Daily deliberate practice,,"In your `prework-exercises` repository, make a file called `351.rb`.  
Paste the code below and answer the following questions:
```
# DELIBERATE PRACTICE REFLECTION
# Paste a deliberate practice question you are currently working on below.
# Write the code to solve the problem without looking at any notes or other resources.


# Were you able to easily solve the problem from memory?
# If so, describe the next skill you will start to practice tomorrow.
# If not, describe the part you got stuck on that requires more practice.


```
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add exercise solutions""
git push origin main```",,351.rb
19,Week 3 Day 5 Lesson 2: Review problem,,"In your `prework-exercises` repository, make a file called `352.rb`.  
Paste the code below and answer the following questions:
```
# QUESTION 1
# Use a loop to create a new array with each string's first letter only.
words = [""Big"", ""Elephants"", ""Can"", ""Always"", ""Understand"", ""Small"", ""Elephants""]


```
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add exercise solutions""
git push origin main```","# Use a loop to create a new array with each string's first letter only.
words = [""Big"", ""Elephants"", ""Can"", ""Always"", ""Understand"", ""Small"", ""Elephants""]
letters = []
index = 0
while index < words.length
  letters.push(words[index][0])
  index = index + 1
end
pp letters",352.rb
19,Week 3 Day 5 Lesson 3: Synthesis problem,,"In your `prework-exercises` repository, make a file called `353.rb`.  
Paste the code below and answer the following questions:
```
# QUESTION 1
# Ancay ouyay igurefay histay neoay utoay?
# Pig Latin is a very sophisticated language in which 
# each English word is converted as follows: 
# The first letter of each word is removed from the beginning and added to the end. 
# Then, the letters 'ay' are added to the very end of the word.
# For example: hello = ellohay, pingpong = ingpongpay, marmalade = armalademay, etc.
# Write a program that asks the user to enter a single word 
# and prints out the Pig Latin version of that word.

```
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add exercise solutions""
git push origin main```","# QUESTION 1
# Start your program with the line of code below.
# The rest of your program should print out the second letter from each inner array. 
# (The result in your terminal should be the letters b, d, f, h, j on separate lines)
letters = [[""a"", ""b""], [""c"", ""d""], [""e"", ""f""], [""g"", ""h""], [""i"", ""j""]]
index = 0
while index < letters.length
  puts letters[index][1]
  index = index + 1
end",353.rb
19,Week 3 Day 5 Lesson 4: Challenge problem,,"In your `prework-exercises` repository, make a file called `354.rb`.  
Paste the code below and answer the following questions:
```
# Step 1: Read the problem below.
# Step 2: Decompose the problem into smaller testable problems. DO NOT SOLVE THE PROBLEM YET.
# Step 3: Solve each problem until you get stuck. YOU DO NOT NEED TO SOLVE THE COMPLETE PROBLEM!

# QUESTION 1
# In a previous exercise you implemented your own sort using a bubble sort algorithm. 
# The goal of this exercise is to implement your own sort again, 
# this time using a different algorithm!

# The approach you will implement is called insertion sort. 
# This algorithm is similar to how you would sort a hand of playing cards being dealt to you. 
# You insert every new card in the proper location to always keep your cards sorted. 
# You can see a visual of it in action here: https://upload.wikimedia.org/wikipedia/commons/0/0f/Insertion-sort-example-300px.gif 

# The black squares represent the items that are properly sorted. 
# Each new item is inserted into the proper index one at a time.
# Your job is to implement an insertion sort that takes an array and returns a sorted array. 
# To be clear, you're not allowed to use the built in .sort method.
# Instead you'll write code to go through the array two items at a time 
# to accomplish the same thing.

```
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add exercise solutions""
git push origin main```","# Step 1: Read the problem below.
# Step 2: Decompose the problem into smaller testable problems. DO NOT SOLVE THE PROBLEM YET.
# Step 3: Solve each problem until you get stuck. YOU DO NOT NEED TO SOLVE THE COMPLETE PROBLEM!

# QUESTION 1
# Ruby has a .sort method that makes it easy to sort an array. 
# The goal of this exercise is to implement your own sort from scratch 
# (without using Ruby's #sort method!)

# The approach you will implement is called bubble sort. 
# First you examine the first two items in the array. 
# If the second is smaller than the first, you swap their positions. 
# Then you move on to the next two items and keep repeating. 
# You can see a visual of it in action here: https://upload.wikimedia.org/wikipedia/commons/c/c8/Bubble-sort-example-300px.gif 

# Your job is to implement a bubble sort that takes an array and returns a sorted array. 
# To be clear, you're not allowed to use the built in .sort method.
# Instead you'll write code to go through the array two items at a time 
# to accomplish the same thing.

# Write code that loops through an array and prints each number one at a time.

# Write code that loops through an array and prints two numbers at a time.

# Write code that loops through an array and compares two numbers at a time,
# printing ""SWAP"" if the second number is smaller than the first.

# Write code that loops through an array and compares two numbers at a time,
# swapping the two numbers if the second number is smaller than the first.

# Write code that loops through an array and compares two numbers at a time,
# swapping the two numbers if the second number is smaller than the first.
# Then add an outer loop that repeats this code n times, where n is the length of the array.",354.rb
21,Week 4 Overview Lesson 1: Discovery,https://vimeo.com/841401053/65cb44c565,,,
21,Week 4 Overview Lesson 2: Discovery example,https://vimeo.com/841401157/64c5a8c703,,,
21,Week 4 Overview Lesson 3: Managing files and folders in the terminal,https://vimeo.com/841401274/cdb4080ea8,"Open Spotlight using the keyboard shortcut Command Space.
In Spotlight, search for the word “terminal” to open a stand-alone terminal.
Practice using the commands `ls` and `cd` to navigate to your `GitHub` folder.
Use the commands `mkdir` and `touch` to make a new folder and file.
Use the commands `git init`, `git add --all`, and `git commit -m ""Initial commit""` to commit your code.
Make a new GitHub repository with the same name as your folder.
Copy the commands from GitHub to push your folder to the GitHub repository.

Explore other terminal commands: https://tldr.inbrowser.app/",,
21,Week 4 Overview Lesson 4: Job Search Schedule,https://vimeo.com/841401372/3d7974c90f,"In your `prework-exercises` repository, make a file called `404.rb`.  
Paste the code below and follow the instructions:
```
# QUESTION 1
# If you do have a full-time job or other daytime commitments:
#     Make a copy of the Job Search Schedules - Evenings/Weekends Google Document.
#     https://docs.google.com/document/d/1dlSQcCimFHJqcyJggmeZWv4vmBnbos-zNsH8vdeA_D8/copy 
# If you do not have a full-time job or other daytime commitments:
#     Make a copy of the Job Search Schedules - Daytime Google Document.
#     https://docs.google.com/document/d/1YpdKGuinjqcNLcER5r4mAtkQYZ0tWdtZoor83wSUuIw/copy  
# At the top of the document, write answers to the following questions: 
#     Which schedule version are you choosing?
#     Why do you feel it works best for you?
# Change the sharing settings of the document to ""Anyone with the link can view"" 
# Copy the link to your Job Search Schedules document and paste it below.


```
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add exercise solutions""
git push origin main```",,404.rb
22,Week 4 Day 1 Lesson 1: Daily deliberate practice,,"In your `prework-exercises` repository, make a file called `411.rb`.  
Paste the code below and answer the following questions:
```
# DELIBERATE PRACTICE REFLECTION
# Paste a deliberate practice question you are currently working on below.
# Write the code to solve the problem without looking at any notes or other resources.


# Were you able to easily solve the problem from memory?
# If so, describe the next skill you will start to practice tomorrow.
# If not, describe the part you got stuck on that requires more practice.


```
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add exercise solutions""
git push origin main```",,411.rb
22,Week 4 Day 1 Lesson 2: Review problem,,"In your `prework-exercises` repository, make a file called `412.rb`.  
Paste the code below and answer the following questions:
```
# QUESTION 1
# Write a method that takes in an array of numbers and returns its sum.
# Then run the method and print the result.


```
Use the terminal to commit your code and push your changes to GitHub.
```
git add --all
git commit -m ""Add exercise solutions""
git push origin main```","# QUESTION 1
# Write a method that takes in an array of numbers and returns its sum.
# Then run the method and print the result.
def sum_array(numbers)
  sum = 0
  index = 0
  while index < numbers.length
    sum = sum + numbers[index]
    index = index + 1
  end
  sum
end

puts sum_array([1, 2, 3])",412.rb
